case_id,variant_id,question_id,skill,answer_type,gold_answer,pred_answer,gold_decision,pred_decision,answer_correct,decision_correct,evidence_precision,evidence_recall,evidence_f1,missing_information_correct,unsupported_evidence_rate
trip_001,A,Q1,rule_retrieval,money,9000,9000,9000_per_night,canonical_answer,True,,1.0,1.0,1.0,True,0.0
trip_001,B,Q1,rule_retrieval,money,9000,9000,9000_per_night,canonical_answer,True,,1.0,1.0,1.0,True,0.0
trip_001,A,Q2,authority_temporal,money,12000,12000,12000_per_night,canonical_answer,True,,1.0,1.0,1.0,True,0.0
trip_001,B,Q2,authority_temporal,money,12000,12000,12000_per_night,canonical_answer,True,,1.0,1.0,1.0,True,0.0
trip_001,A,Q3,control_threshold,threshold,>10000,"Дополнительная проверка требуется при стоимости одной ночи проживания, превышающей 10 000 руб.",additional_review,canonical_answer,False,,1.0,1.0,1.0,True,0.0
trip_001,B,Q3,control_threshold,threshold,>10000,"Дополнительная проверка требуется при стоимости одной ночи проживания, превышающей 10 000 руб.",additional_review,canonical_answer,False,,1.0,1.0,1.0,True,0.0
trip_001,A,Q4,authority_hierarchy,boolean,false,false,not_a_reimbursement_cap,not_a_reimbursement_cap,True,True,1.0,0.5,0.6666666666666666,True,0.0
trip_001,B,Q4,authority_hierarchy,boolean,false,false,not_a_reimbursement_cap,not_a_reimbursement_cap,True,True,1.0,0.5,0.6666666666666666,True,0.0
trip_001,A,Q5,fact_extraction,integer,4,4,four_nights,canonical_answer,True,,0.3333333333333333,1.0,0.5,True,0.6666666666666666
trip_001,B,Q5,fact_extraction,integer,4,4,four_nights,canonical_answer,True,,0.3333333333333333,1.0,0.5,True,0.6666666666666666
trip_001,A,Q6,temporal_calculation,money,48000,,max_allowable_hotel_cost,not_max_allowable_hotel_cost,False,False,0.3333333333333333,0.3333333333333333,0.3333333333333333,True,0.6666666666666666
trip_001,B,Q6,temporal_calculation,money,45000,,max_allowable_hotel_cost,not_max_allowable_hotel_cost,False,False,0.3333333333333333,0.3333333333333333,0.3333333333333333,True,0.6666666666666666
trip_001,A,Q7,capped_reimbursement,money,45600,,reimburse,reimburse,False,True,0.6666666666666666,0.5,0.5714285714285715,True,0.3333333333333333
trip_001,B,Q7,capped_reimbursement,money,43200,,partially_reimburse,reimburse,False,False,0.6666666666666666,0.5,0.5714285714285715,True,0.3333333333333333
trip_001,A,Q8,preapproval,boolean,true,true,preapproved,preapproved,True,True,1.0,1.0,1.0,True,0.0
trip_001,B,Q8,preapproval,boolean,true,true,preapproved,preapproved,True,True,0.5,1.0,0.6666666666666666,True,0.5
trip_001,A,Q9,permission_vs_payment,boolean,false,false,preapproval_not_final_reimbursement,preapproval_not_final_reimbursement,True,True,0.0,0.0,0.0,True,1.0
trip_001,B,Q9,permission_vs_payment,boolean,false,false,preapproval_not_final_reimbursement,preapproval_not_final_reimbursement,True,True,0.0,0.0,0.0,True,1.0
trip_001,A,Q10,cross_document_consistency,date_range,2026-09-15/2026-09-18,Первоначальные даты командировки были с 15 сентября 2026 г. по 18 сентября 2026 г.,original_trip_period,canonical_answer,False,,0.5,0.5,0.5,True,0.5
trip_001,B,Q10,cross_document_consistency,date_range,2026-09-15/2026-09-18,Первоначальные даты командировки были с 15 сентября 2026 г. по 18 сентября 2026 г.,original_trip_period,canonical_answer,False,,0.125,0.5,0.2,True,0.875
trip_001,A,Q11,decision_timing,boolean,true,true,approved_in_time,approved_after_deadline,True,False,0.3333333333333333,0.5,0.4,True,0.6666666666666666
trip_001,B,Q11,decision_timing,boolean,true,true,approved_in_time,approved_after_deadline,True,False,0.3333333333333333,0.5,0.4,True,0.6666666666666666
trip_001,A,Q12,presence_evidence,boolean,true,true,presence_and_business_activity_confirmed,presence_and_business_activity_confirmed,True,True,0.0,0.0,0.0,True,1.0
trip_001,B,Q12,presence_evidence,boolean,true,true,presence_and_business_activity_confirmed,presence_and_business_activity_confirmed,True,True,0.0,0.0,0.0,True,1.0
trip_001,A,Q13,decision_vs_formalization,datetime,2026-09-17T12:26:00,1709-12-26T12:26:00Z,sed_final_decision_time,decision_time,False,,0.3333333333333333,0.5,0.4,True,0.6666666666666666
trip_001,B,Q13,decision_vs_formalization,datetime,2026-09-17T12:26:00,1709-12-26T12:26:00Z,sed_final_decision_time,decision_time,False,,0.3333333333333333,0.5,0.4,True,0.6666666666666666
trip_001,A,Q14,evidence_completeness,boolean,true,true,taxi_expense_supported,taxi_expense_supported,True,True,1.0,0.5,0.6666666666666666,True,0.0
trip_001,B,Q14,evidence_completeness,boolean,true,true,taxi_expense_supported,taxi_expense_supported,True,True,0.3333333333333333,0.5,0.4,True,0.6666666666666666
trip_001,A,Q15,abstention,boolean,false,false,insufficient_information,insufficient_information,True,True,1.0,0.5,0.6666666666666666,True,0.0
trip_001,B,Q15,abstention,boolean,false,false,insufficient_information,insufficient_information,True,True,0.3333333333333333,0.5,0.4,True,0.6666666666666666
trip_001,A,Q16,business_day_calculation,boolean,true,true,submitted_on_time,submitted_on_time,True,True,1.0,0.5,0.6666666666666666,True,0.0
trip_001,B,Q16,business_day_calculation,boolean,true,true,submitted_on_time,submitted_on_time,True,True,1.0,0.5,0.6666666666666666,True,0.0
trip_001,A,Q17,missing_information,code_set,business_purpose_evidence|destination_address,business_purpose_evidence|destination_address,request_additional_documents,request_additional_documents,True,True,1.0,0.3333333333333333,0.5,False,0.0
trip_001,B,Q17,missing_information,code_set,business_purpose_evidence|destination_address,business_purpose_evidence|destination_address,request_additional_documents,request_additional_documents,True,True,0.6666666666666666,0.6666666666666666,0.6666666666666666,False,0.3333333333333333
procurement_002,A,Q1,fact_extraction,money,300000,300000,threshold_300000,sufficient_information,True,,1.0,1.0,1.0,True,0.0
procurement_002,A,Q2,fact_extraction,money,500000,500000,threshold_500000,sufficient_information,True,,1.0,1.0,1.0,True,0.0
procurement_002,A,Q3,fact_extraction,money,460000,460000,amount_460000,sufficient_information,True,,0.6666666666666666,0.6666666666666666,0.6666666666666666,True,0.3333333333333333
procurement_002,A,Q4,temporal_extraction,date,2026-10-20,2010-10-20,contract_date,sufficient_information,False,,0.5,0.5,0.5,True,0.5
procurement_002,A,Q5,decision,boolean,true,true,direct_purchase_allowed,direct_purchase_allowed,True,True,0.6666666666666666,0.6666666666666666,0.6666666666666666,True,0.3333333333333333
procurement_002,A,Q6,decision,boolean,false,false,competitive_procedure_not_required,competitive_procedure_not_required,True,True,0.6666666666666666,0.6666666666666666,0.6666666666666666,True,0.3333333333333333
procurement_002,A,Q7,hierarchy,boolean,false,false,approval_sheet_not_ceo_decision,approval_sheet_ceo_decision,True,False,1.0,0.5,0.6666666666666666,True,0.0
procurement_002,A,Q8,hierarchy,boolean,false,false,signed_contract_not_legalization,signed_contract_not_legalization,True,True,1.0,0.5,0.6666666666666666,True,0.0
procurement_002,A,Q9,hierarchy,boolean,false,false,payment_request_not_legalization,payment_request_not_legalization,True,True,1.0,0.5,0.6666666666666666,True,0.0
procurement_002,A,Q10,authority_temporal,boolean,true,true,temporary_order_in_force,temporary_order_in_effect,True,,0.5,0.5,0.5,True,0.5
procurement_002,A,Q11,insufficient_information,boolean,false,false,insufficient_information,insufficient_information,True,True,0.0,0.0,0.0,True,0.0
procurement_002,A,Q12,insufficient_information,boolean,false,false,insufficient_information,insufficient_information,True,True,0.0,0.0,0.0,True,0.0
procurement_002,A,Q13,threshold_calculation,money,500000,500000,direct_purchase_limit_applies,sufficient_information,True,,0.5,0.5,0.5,True,0.5
procurement_002,A,Q14,threshold_calculation,money,160000,160000,excess_amount,sufficient_information,True,,0.6666666666666666,1.0,0.8,True,0.3333333333333333
procurement_002,A,Q15,final_status,status,direct_purchase_permitted,direct_purchase,direct_purchase_permitted,direct_purchase_permitted,False,True,0.2857142857142857,1.0,0.4444444444444445,True,0.7142857142857143
procurement_002,B,Q1,fact_extraction,money,300000,300000,threshold_300000,sufficient_information,True,,1.0,1.0,1.0,True,0.0
procurement_002,B,Q2,fact_extraction,money,500000,500000,threshold_500000,sufficient_information,True,,1.0,1.0,1.0,True,0.0
procurement_002,B,Q3,fact_extraction,money,460000,460000,amount_460000,sufficient_information,True,,0.6666666666666666,0.6666666666666666,0.6666666666666666,True,0.3333333333333333
procurement_002,B,Q4,temporal_extraction,date,2026-10-20,2010-10-20,contract_date,sufficient_information,False,,0.5,0.5,0.5,True,0.5
procurement_002,B,Q5,decision,boolean,false,true,direct_purchase_not_allowed,direct_purchase_allowed,False,False,0.5,0.6666666666666666,0.5714285714285715,True,0.5
procurement_002,B,Q6,decision,boolean,true,false,competitive_procedure_required,competitive_procedure_not_required,False,False,0.5,0.6666666666666666,0.5714285714285715,True,0.5
procurement_002,B,Q7,hierarchy,boolean,false,false,approval_sheet_not_ceo_decision,approval_sheet_ceo_decision,True,False,1.0,0.5,0.6666666666666666,True,0.0
procurement_002,B,Q8,hierarchy,boolean,false,false,signed_contract_not_legalization,signed_contract_not_legalization,True,True,1.0,0.5,0.6666666666666666,True,0.0
procurement_002,B,Q9,hierarchy,boolean,false,false,payment_request_not_legalization,payment_request_not_legalization,True,True,1.0,0.5,0.6666666666666666,True,0.0
procurement_002,B,Q10,authority_temporal,boolean,false,true,temporary_order_not_in_force,temporary_order_in_effect,False,,0.5,0.5,0.5,True,0.5
